-247.400697231293,-201.34662759304,-192.754930496216,-192.75493311882,-192.754967212677
-278.065083742142,-232.882264852524,-224.438429474831,-224.438430428505,-224.43843460083
-310.280766010284,-265.861719727516,-257.54922747612,-257.549223661423,-257.549233913422
-344.070081114769,-300.322955489159,-292.127707242966,-292.127701640129,-292.127726793289
-379.476837158203,-336.32326233387,-328.233296632767,-328.233295679092,-328.233359098434
-416.568391919136,-373.941921234131,-365.94721031189,-365.947210550308,-365.94721031189
