-587.801765203476,-513.980026006699,-477.084102988243,-440.477886557579,-416.798318743706,-402.363094329834
-587.803215742111,-513.981169819832,-477.084508061409,-440.477956652641,-416.79838347435,-402.360488891602
-587.803114414215,-513.980636119843,-477.082563281059,-440.478099942207,-416.795090556145,-402.363147735596
-587.803322911263,-513.981171488762,-477.084865570068,-442.863307118416,-428.900139808655,-426.548816919327
-645.702068686485,-576.344830989838,-546.809576869011,-530.775771856308,-518.00299012661,-516.54541349411
-735.113408446312,-665.828416585922,-637.162655472755,-621.954738616943,-611.072105169296,-611.071981549263
