SNo,d,s,t,r,w_i,Discrete_LB,Discrete_LB_gap,DiscreteLB_Iters,DiscreteLB_MPtime,DiscreteLB_SPtime,DiscreteLB_rtime,NULL1,SDP_xsol_1,SDP_xsol_2,SDP,SDP_gap,SDP_Iters,SDP_MPtime,SDP_SPtime,SDP_rtime,Gap_SDP,NULL2,PROJ_xsol_1,PROJ_xsol_2,PROJ,PROJ_gap,PROJ_Iters,PROJ_MPtime,PROJ_SPtime,PROJ_rtime,Gap_PROJ,NULL3,IA_COP_xsol_1,IA_COP_xsol_2,IA_COP,IA_COP_gap,IA_COP_Iters,IA_COP_MPtime,IA_COP_SPtime,IA_COP_rtime,Gap_IA_COP
1,,,,,,-2471.92341327667,-4.82253167353444e-09,9,0.54182,2.8935864,3.4354064,,18,,-2471.92341089249,-8.24755495844886e-09,9,0.1211802,8.0208548,8.142035,9.64506334706889e-08,,18,,-2471.92341763526,5.26320138665042e-09,1,0.3458193,0.0196673,0.3654866,-1.76323814313603e-07,,18,,-2471.92309474945,8.12260698010314e-10,9,0.1115317,4.6020964,4.7136281,1.2885804631684e-05
2,,,,,,-2069.082934618,-1.44036383892933e-09,9,0.2934351,2.1361295,2.4295646,,4,,-2069.07954454422,-2.33743020605478e-09,9,0.1015967,8.052093,8.1536897,0.000163844267405889,,4,,-2069.08941442688,6.59344174856396e-13,1,0.4228595,0.0215923,0.4444518,-0.00031317298940942,,4,,-2069.08941459656,9.12897175036475e-09,9,0.0931233,4.3049452,4.3980685,-0.000313181190226081
3,,,,,,-3582.22726202011,-8.27789768956048e-08,8,0.5157686,2.3351114,2.85088,,10,17,-3582.2272644043,-4.81394811637492e-09,9,0.0924285,8.4531776,8.5456061,-6.65559613230993e-08,,6,10,-3582.22726603704,4.31614433755469e-13,1,0.5009747,0.022333,0.5233077,-1.12134902582305e-07,,10,17,-3582.22726631165,7.76390582288255e-09,9,0.1296733,4.719451,4.8491243,-1.19800730381579e-07
4,,,,,,-3689.90282988548,-6.46137825556132e-09,8,0.1353801,2.3788749,2.514255,,19,,-3004.23845481873,2.61645155752195e-09,9,0.1035071,9.4896274,9.5931345,18.5821797125221,,19,,-3004.26320847147,1.05957142743989e-13,1,0.415539,0.0201883,0.4357273,18.5815088641588,,19,,-3004.26320838928,-2.48566374843391e-09,9,0.105927,5.890704,5.996631,18.581508866386
5,,,,,,-2173.50287437439,-2.74233107662887e-09,9,0.1422961,1.8763467,2.0186428,,20,,-2173.49339294434,1.19697147590459e-07,9,0.1013424,8.4040625,8.5054049,0.000436228089021508,,20,,-2173.50287919492,1.1648504818168e-09,1,0.4770217,0.0205251,0.4975468,-2.2178602582236e-07,,20,,-2173.50287914276,1.18556358426102e-09,9,0.1150191,4.6988794,4.8138985,-2.1938648613031e-07
6,,,,,,-2195.67266201973,-1.08585666354405e-08,9,0.1069776,2.0155951,2.1225727,,17,,-2193.34636354446,1.59401324022261e-07,9,0.107839,9.3762237,9.4840627,0.10594923895102,,17,,-2195.67266417849,2.89955010884671e-13,1,0.4049448,0.0172018,0.4221466,-9.83188771856897e-08,,17,,-2195.65703487396,-4.13764603589882e-09,9,0.1197409,4.5759186,4.6956595,0.000711724750119947
7,,,,,,-1615.95398390293,1.65983007041721e-08,9,0.1438895,2.1004879,2.2443774,,16,,-1615.95339012146,5.68186057774731e-09,9,0.0899014,7.3848445,7.4747459,3.67449492477695e-05,,16,,-1615.95398399709,1.68846646150767e-13,1,0.4988665,0.0215015,0.520368,-5.82656006571016e-09,,16,,-1615.95398378372,-1.02206814683631e-08,9,0.1138897,4.4799973,4.593887,7.37702253518761e-09
8,,,,,,-2638.44032859802,1.80726906360054e-08,9,0.1019873,2.0968218,2.1988091,,9,10,-2638.30912685394,8.63622266048337e-09,9,0.0888516,10.2113764,10.300228,0.00497270082849689,,9,10,-2638.44033826133,4.48121981444515e-13,1,0.4676951,0.0185108,0.4862059,-3.66250924078119e-07,,9,10,-2637.86473369598,3.42701936997201e-09,9,0.1033391,4.9209097,5.0242488,0.0218157255936285
9,,,,,,-3273.00056099892,-1.75016908166696e-05,9,0.0707015,1.5344907,1.6051922,,6,8,-3273.00037717819,-2.37133001437601e-08,9,0.0728797,6.8504702,6.9233499,5.61627537366516e-06,,6,8,-3273.00113648735,3.87750829874742e-09,1,0.3820006,0.0157062,0.3977068,-1.75829005377929e-05,,6,8,-3273.00113677979,1.26281892196977e-08,9,0.0661402,3.201457,3.2675972,-1.75918353143987e-05
10,20,5,2,3,1000,-2619.22968840599,-2.27565551197096e-09,9,0.0631277,1.194499,1.2576267,,6,,-2619.22525024414,1.02218760299815e-07,9,0.0586177,6.0213195,6.0799372,0.000169445309421357,,6,,-2619.22974375635,1.92378237667348e-09,1,0.3288657,0.0129786,0.3418443,-2.11323059980403e-06,,6,,-2618.98886203766,-3.73348674926365e-06,9,0.0684767,3.0377681,3.1062448,0.0091945494279454
