SNo,d,s,t,r,w_i,Discrete_LB,Discrete_LB_gap,DiscreteLB_Iters,DiscreteLB_MPtime,DiscreteLB_SPtime,DiscreteLB_rtime,NULL1,SDP_xsol_1,SDP_xsol_2,SDP,SDP_gap,SDP_Iters,SDP_MPtime,SDP_SPtime,SDP_rtime,Gap_SDP,NULL2,PROJ_xsol_1,PROJ_xsol_2,PROJ,PROJ_gap,PROJ_Iters,PROJ_MPtime,PROJ_SPtime,PROJ_rtime,Gap_PROJ,NULL3,IA_COP_xsol_1,IA_COP_xsol_2,IA_COP,IA_COP_gap,IA_COP_Iters,IA_COP_MPtime,IA_COP_SPtime,IA_COP_rtime,Gap_IA_COP
1,,,,,,-5391.78615152836,4.97462054227109e-09,5,0.1224043,0.7840292,0.9064335,,1,13,-3742.52406334877,4.91636745742755e-09,5,0.0473363,3.5959386,3.6432749,30.5884180460697,,1,13,-3742.52406984212,2.65986788968308e-08,10,4.8291787,0.1813152,5.0104939,30.5884179256394,,1,13,-3068.73842024803,4.16041122659321e-09,5,0.0788235,2.4234927,2.5023162,43.0849382003371
2,,,,,,-3408.63904213905,-8.74317345405784e-10,5,0.0524307,0.7135975,0.7660282,,3,,-2168.34040617943,-4.88686292713838e-06,5,0.0454386,5.789898,5.8353366,36.3869163213389,,3,,-2601.45185985234,-8.13543469201744e-11,2,0.7290981,0.1050854,0.8341835,23.6806294919444,,3,,-2189.12080860138,4.79579297301684e-09,4,0.0813121,3.6775626,3.7588747,35.777277044048
3,,,,,,-3237.17041301727,-2.35911124145264e-09,5,0.1951297,0.6361184,0.8312481,,12,,-2351.72871732712,-5.89474199079364e-06,5,0.0444488,4.0219735,4.0664223,27.3523349938461,,12,,-2351.72935418671,4.18410295838073e-08,26,10.8180491,0.3449817,11.1630308,27.3523153205044,,12,,-1961.458122015,5.43508296298204e-09,4,0.0452621,2.094634,2.1398961,39.4082525242537
4,,,,,,-523.217609643936,-2.84798541165086e-09,5,0.2551285,0.7554229,1.0105514,,,,-3.20596882374957e-11,0,5,0.0468906,3.1368048,3.1836954,99.9999999999939,,,,0,0,1,0.2687106,0.0061024,0.274813,100,,,,-9.70682601881808e-14,0,5,0.0762346,2.0872854,2.16352,100
5,,,,,,-3156.22549211979,-4.7211966417012e-10,5,0.0786587,0.7765403,0.855199,,2,,-735.614501476288,1.56154046179612e-08,5,0.0369295,2.9756223,3.0125518,76.6932209592467,,2,,-735.614464878929,1.32907870995641e-07,12,4.9996696,0.1649741,5.1646437,76.693222118776,,2,,-505.485144376755,-2.10422416080078e-09,4,0.0469211,1.6708292,1.7177503,83.9845047307675
6,,,,,,-2848.47984886169,-1.30781697471043e-09,5,0.0470725,0.7082818,0.7553543,,11,,-1977.57552075386,-1.26588549481826e-08,5,0.0524713,4.5626442,4.6151155,30.5743545440865,,11,,-1977.578712526,2.35954006801901e-08,12,3.5053992,0.158774,3.6641732,30.5742424923147,,11,,-1633.99460792542,-1.78965102487654e-08,4,0.0450994,2.3102285,2.3553279,42.6362588249171
7,,,,,,-2.98023223876953e-08,0,5,0.0435313,0.4721403,0.5156716,,,,-7.73070496506989e-12,0,5,0.0401984,2.6951728,2.7353712,0,,,,0,0,1,0.3096541,0.0059693,0.3156234,0,,,,-1.67361511504235e-11,0,5,0.0478207,1.9076566,1.9554773,0
8,,,,,,-7.27595761418343e-12,0,5,0.2403059,0.7025999,0.9429058,,,,-7.15255737304688e-07,0,5,0.0448839,3.2034048,3.2482887,0,,,,0,0,1,0.3397435,0.0060718,0.3458153,0,,,,-1.55699609441869e-09,0,5,0.0625044,2.5009199,2.5634243,0
9,,,,,,-3405.42052483559,-2.6254310300606e-09,5,0.0533827,0.5965615,0.6499442,,1,,-2589.91552352905,-2.0348764085217e-09,5,0.0806176,4.4895164,4.570134,23.9472627641459,,1,,-2589.91582199104,-1.40467067547198e-12,2,0.5165423,0.0233609,0.5399032,23.947253999825,,1,,-2208.94169950485,-3.17433968666104e-09,4,0.0493894,2.0630179,2.1124073,35.1345396729968
10,15,5,3,2,2000,-5.54791768081486e-11,0,5,0.0276793,0.2884078,0.3160871,,,,-3.18323145620525e-12,0,5,0.0433548,1.804961,1.8483158,0,,,,0,0,1,0.1241173,0.0035344,0.1276517,0,,,,-4.7534978333291e-14,0,5,0.02627,0.7521028,0.7783728,0
