SNo,d,s,t,r,w_i,Discrete_LB,Discrete_LB_gap,DiscreteLB_Iters,DiscreteLB_MPtime,DiscreteLB_SPtime,DiscreteLB_rtime,NULL1,SDP_xsol_1,SDP_xsol_2,SDP,SDP_gap,SDP_Iters,SDP_MPtime,SDP_SPtime,SDP_rtime,Gap_SDP,NULL2,PROJ_xsol_1,PROJ_xsol_2,PROJ,PROJ_gap,PROJ_Iters,PROJ_MPtime,PROJ_SPtime,PROJ_rtime,Gap_PROJ,NULL3,IA_COP_xsol_1,IA_COP_xsol_2,IA_COP,IA_COP_gap,IA_COP_Iters,IA_COP_MPtime,IA_COP_SPtime,IA_COP_rtime,Gap_IA_COP
1,,,,,,-5963.03754448891,3.99827398909992e-09,9,0.1817579,4.0956137,4.2773716,,18,,-5370.04122114182,-5.9207142502527e-09,9,0.1392345,24.8200556,24.9592901,9.94453445786442,,18,,-5920.73871675273,-5.81113036971511e-11,4,3.1293265,0.1525034,3.2818299,0.709350350733005,,18,,-5055.09334659576,-1.25188059653971e-08,9,0.2403709,37.2774284,37.5177993,15.2262029396792
2,,,,,,-5256.32191157341,-1.13396108111554e-09,9,0.2353223,3.7581625,3.9934848,,4,,-5208.54844999313,1.91263638267831e-09,9,0.1515415,22.4404322,22.5919737,0.908876251948887,,4,,-5215.37866148353,4.1444835524535e-10,2,1.2475263,0.0677992,1.3153255,0.778933459150107,,4,,-4457.10904121399,-5.48047548256354e-07,9,0.158369,31.3082994,31.4666684,15.2047930816358
3,,,,,,-8833.43569254875,-2.69904697786701e-09,8,0.2339012,3.7864509,4.0203521,,10,17,-8581.72629117966,1.33323330995338e-10,9,0.1289796,24.0895347,24.2185143,2.84950737323439,,6,10,-8765.55472752854,-2.18908213050602e-10,2,1.8865619,0.0853025,1.9718644,0.768454850217294,,6,10,-7439.24684619904,-2.58007911253604e-06,9,0.3277235,36.1918393,36.5195628,15.7830870668561
4,,,,,,-9190.76664924622,0,8,0.2087484,3.2993544,3.5081028,,19,,-7283.03759241104,-8.43446771637358e-09,9,0.1466043,25.4086609,25.5552652,20.757017663936,,4,20,-7308.0766692264,2.72596646823945e-10,3,2.3721204,0.0995398,2.4716602,20.4845803605972,,19,,-6410.0203371048,6.20355712769494e-10,9,0.141005,40.9914519,41.1324569,30.2558689417872
5,,,,,,-5659.13983011246,0,9,0.1419128,3.2164109,3.3583237,,20,,-5604.18551683426,-3.77897144989426e-08,9,0.1350445,34.4780801,34.6131246,0.971071840030965,,20,,-5604.22918106336,-1.48426256746458e-09,2,1.7291247,0.0859541,1.8150788,0.97030026996178,,20,,-4844.4702129364,-6.03980024027856e-06,9,0.1282295,32.5297303,32.6579598,14.3956438899278
6,,,,,,-5722.24550008774,-2.08326066312523e-09,9,0.1300907,3.5244706,3.6545613,,17,,-5488.90592956543,8.35059357447192e-09,9,0.1808651,27.9364969,28.117362,4.07776231409034,,17,,-5682.15192074637,3.26407352602751e-09,2,1.5361996,0.0651657,1.6013653,0.700661643069171,,17,,-4907.0171585083,-2.75238416436141e-09,9,0.1556437,35.5251488,35.6807925,14.2466509269296
7,,,,,,-4027.58881425858,2.95981777307439e-09,9,0.1343117,3.3935364,3.5278481,,5,15,-3814.1522603035,-1.12286397568194e-08,9,0.1472448,31.9468577,32.0941025,5.29936306306802,,16,,-3997.67405276035,-2.38850324708895e-08,6,3.6754761,0.1990069,3.874483,0.7427461659521,,16,,-3411.87805271149,-7.36723404847292e-06,9,0.162224,29.8305942,29.9928182,15.2873292171071
8,,,,,,-6793.49188065529,3.50951444838652e-09,9,0.1414281,3.0884332,3.2298613,,9,10,-5501.15848493576,9.95359624143221e-09,9,0.1578714,27.3769124,27.5347838,19.0231094468442,,9,10,-6750.68008493778,-4.1757094740196e-10,2,1.8330591,0.0711883,1.9042474,0.630188369539689,,9,10,-5636.08055019379,-4.86395204234906e-09,9,0.1517677,36.0835535,36.2353212,17.0370606279412
9,,,,,,-9024.57263612747,1.32094110554952e-09,9,0.0646436,1.5901931,1.6548367,,6,8,-8971.98197984695,-4.20983763160797e-09,9,0.0804649,21.1613385,21.2418034,0.582749548382877,,6,8,-8973.35315173204,2.387114254165e-10,2,1.0961152,0.0599176,1.1560328,0.567555788629636,,6,8,-7623.28444385529,5.31099794862024e-09,8,0.0787612,19.6803977,19.7591589,15.5274742502764
10,20,5,2,3,2000,-6765.10000562668,1.76212161611258e-09,9,0.0765623,1.7475909,1.8241532,,6,,-6565.61490774155,-9.76759851324762e-10,9,0.0906331,17.1976656,17.2882987,2.94873834413705,,6,,-6715.52933870858,-4.06294718957103e-13,2,0.870075,0.0455061,0.9155811,0.732741081090679,,6,,-5812.60180521011,3.64864889484642e-09,9,0.0785887,19.6582741,19.7368628,14.079587879327
