-737.5840991,-1010.695093,-1010.695093
-737.5840991,-1009.13318,-1010.695093
-737.5840991,-1010.695093,-1009.13318
-1009.13318,-737.5840991,-1009.13318
-737.5840991,-737.5840991,-737.5840991
-1010.695093,-1010.695093,-1010.695093
-1009.13318,-1010.695093,-737.5840991
-737.5840991,-1009.13318,-1009.13318
-737.5840991,-1009.13318,-1009.13318
-1009.13318,-1009.13318,-1009.13318
-1010.695093,-1010.695093,-1010.695093
-737.5840991,-1010.695093,-1010.695093
-1009.13318,-737.5840991,-1009.13318
-1009.13318,-1010.695093,-1009.13318
-1009.13318,-1009.13318,-1009.13318
-737.5840991,-1009.13318,-1009.13318
-1009.13318,-1009.13318,-1010.695093
-1010.695093,-1009.13318,-1009.13318
-1009.13318,-737.5840991,-1010.695093
-1009.13318,-1009.13318,-1010.695093
-1010.695093,-1010.695093,-1009.13318
-1009.13318,-1009.13318,-1009.13318
-1009.13318,-1009.13318,-1009.13318
-1010.695093,-737.5840991,-1009.13318
-1010.695093,-1009.13318,-1009.13318
-737.5840991,-1009.13318,-1009.13318
-736.7675776,-1009.13318,-737.5840991
-1009.13318,-1009.13318,-737.5840991
-737.5840991,-1009.13318,-1009.13318
-1009.13318,-1009.13318,-1009.13318
-1009.13318,-1009.13318,-1009.13318
-1009.13318,-737.5840991,-1009.13318
-1009.13318,-1009.13318,-1009.13318
-737.5840991,-1010.695093,-1010.695093
-1010.695093,-1009.13318,-737.5840991
-1010.695093,-1010.695093,-1009.13318
-737.5840991,-1009.13318,-1010.695093
-1009.13318,-737.5840991,-1010.695093
-1009.13318,-1010.695093,-1010.695093
-1009.13318,-737.5840991,-1010.695093
-1010.695093,-1010.695093,-1010.695093
-1009.13318,-1010.695093,-1009.13318
-737.5840991,-737.5840991,-1009.13318
-1009.13318,-1009.13318,-1009.13318
-1009.13318,-1010.695093,-1009.13318
-1009.13318,-1009.13318,-1010.695093
-1010.695093,-1010.695093,-1010.695093
-1009.13318,-737.5840991,-1009.13318
-737.5840991,-1009.13318,-1010.695093
-1009.13318,-737.5840991,-737.5840991
-1009.13318,-737.5840991,-1009.13318
-1010.695093,-1010.695093,-1010.695093
-1009.13318,-1009.13318,-1009.13318
-737.5840991,-1009.13318,-737.5840991
-1009.13318,-1009.13318,-1010.695093
-737.5840991,-737.5840991,-1010.695093
-737.5840991,-737.5840991,-1009.13318
-737.5840991,-1010.695093,-1010.695093
-1010.695093,-1010.695093,-1010.695093
-1009.13318,-1009.13318,-1010.695093
-1009.13318,-1010.695093,-737.5840991
-1009.13318,-1009.13318,-1009.13318
-1009.13318,-1009.13318,-1009.13318
-737.5840991,-1009.13318,-1009.13318
-737.5840991,-737.5840991,-1010.695093
-1009.13318,-1009.13318,-1009.13318
-1009.13318,-1010.695093,-1010.695093
-1009.13318,-1009.13318,-1010.695093
-1009.13318,-1010.695093,-1010.695093
-1009.13318,-1009.13318,-1009.13318
-737.5840991,-737.5840991,-737.5840991
-737.5840991,-737.5840991,-1010.695093
-1009.13318,-1009.13318,-1009.13318
-1009.13318,-737.5840991,-1010.695093
-1010.695093,-1009.13318,-737.5840991
-737.5840991,-1009.13318,-1009.13318
-737.5840991,-737.5840991,-737.5840991
-737.5840991,-1010.695093,-1010.695093
-1009.13318,-1009.13318,-1010.695093
-1009.13318,-737.5840991,-1010.695093
-737.5840991,-737.5840991,-1010.695093
-1009.13318,-1009.13318,-1010.695093
-737.5840991,-1010.695093,-1009.13318
-1009.13318,-737.5840991,-1009.13318
-1010.695093,-1009.13318,-1010.695093
-737.5840991,-1009.13318,-737.5840991
-737.5840991,-1009.13318,-1009.13318
-737.5840991,-737.5840991,-737.5840991
-737.5840991,-1009.13318,-1009.13318
-1010.695093,-1009.13318,-737.5840991
-737.5840991,-737.5840991,-737.5840991
-737.5840991,-1010.695093,-737.5840991
-737.5840991,-1010.695093,-1009.13318
-737.5840991,-1009.13318,-1009.13318
-1009.13318,-1009.13318,-737.5840991
-737.5840991,-1009.13318,-1009.13318
-1009.13318,-737.5840991,-1010.695093
-1009.13318,-1009.13318,-1009.13318
-1010.695093,-737.5840991,-1010.695093
-1009.13318,-1009.13318,-1009.13318
