SNo,d,s,t,r,w_i,Discrete_LB,Discrete_LB_gap,DiscreteLB_Iters,DiscreteLB_MPtime,DiscreteLB_SPtime,DiscreteLB_rtime,NULL1,SDP_xsol_1,SDP_xsol_2,SDP,SDP_gap,SDP_Iters,SDP_MPtime,SDP_SPtime,SDP_rtime,Gap_SDP,NULL2,PROJ_xsol_1,PROJ_xsol_2,PROJ,PROJ_gap,PROJ_Iters,PROJ_MPtime,PROJ_SPtime,PROJ_rtime,Gap_PROJ,NULL3,IA_COP_xsol_1,IA_COP_xsol_2,IA_COP,IA_COP_gap,IA_COP_Iters,IA_COP_MPtime,IA_COP_SPtime,IA_COP_rtime,Gap_IA_COP
1,,,,,,-2389.90489125252,-3.11752179937967e-09,9,0.1662698,4.2245097,4.3907795,,18,,-2056.05340623856,-3.06162733388938e-07,9,0.2896739,8.7579939,9.0476678,13.9692372795218,,18,,-2056.05754459788,6.21721316458514e-11,2,0.9115796,0.0610945,0.9726741,13.9690641195214,,18,,-2056.05747890472,-3.19398083180774e-06,9,0.1063795,8.0876432,8.1940227,13.9690668682982
2,,,,,,-2024.21590471268,-2.94457941154509e-09,9,0.192629,4.2432222,4.4358512,,4,,-1614.21025276184,8.65958312773225e-09,9,0.292311,8.7537248,9.0460358,20.2550355916225,,4,,-1614.21254862845,3.81399402154783e-09,2,0.8542298,0.0645592,0.918789,20.2549221715766,,4,,-1614.21254873276,1.31048028867967e-08,9,0.0978246,6.6686793,6.7665039,20.2549221664236
3,,,,,,-3498.4753677845,-0.00473414198654961,9,0.1769016,4.3653232,4.5422248,,10,17,-3037.64745521545,-7.17889576914803e-09,9,0.2924619,9.0021573,9.2946192,13.1722497409172,,6,10,-3037.64747523648,-1.01888401974371e-10,2,1.280511,0.0555442,1.3360552,13.1722491686387,,10,17,-3037.64747428894,-7.69971522242503e-09,9,0.1008882,8.3030914,8.4039796,13.172249195723
4,,,,,,-3122.29297947884,-3.05440367920064e-08,9,0.1231331,3.2184183,3.3415514,,19,,-2690.78528308868,-8.6674967612527e-08,9,0.2962527,9.7767231,10.0729758,13.8202180008802,,19,,-2690.78526399037,-1.69001724876435e-14,4,1.9796986,0.1137118,2.0934104,13.8202186125562,,19,,-2690.78526163101,4.89209293428767e-10,9,0.2475454,9.384744,9.6322894,13.820218688121
5,,,,,,-2092.21731948853,-2.42154328745675e-08,9,0.1185604,3.5667226,3.685283,,20,,-1788.91673088074,-7.93687661778417e-06,9,0.0972992,8.2801025,8.3774017,14.496610164853,,20,,-1788.93182771112,1.71076931164093e-11,2,1.0420703,0.0661965,1.1082668,14.4958885939987,,20,,-1788.93174648285,-3.21617832618692e-07,9,0.1025004,7.8455651,7.9480655,14.4958924764001
6,,,,,,-2131.76253962517,-1.04850992431369e-08,9,0.1199888,3.882611,4.0025998,,17,,-1762.50806665421,-4.82481505898564e-10,9,0.0971982,8.9448221,9.0420203,17.3215574486964,,17,,-1762.65797324106,6.0546795327091e-09,2,0.8421941,0.0515661,0.8937602,17.3145253996727,,17,,-1762.65790462494,-4.55034259891561e-09,9,0.1075214,8.2995931,8.4071145,17.3145286184234
7,,,,,,-1564.93942117691,-1.19023466597203e-08,9,0.2058023,3.0161288,3.2219311,,16,,-1299.22772216797,3.63379902280964e-08,9,0.100709,9.4191274,9.5198364,16.9790405566698,,16,,-1299.23604660239,2.42067843403461e-10,2,0.97795,0.0533031,1.0312531,16.978508623337,,16,,-1299.23574495316,5.65436452363426e-09,9,0.127812,7.8830187,8.0108307,16.9785278987945
8,,,,,,-2559.83717823029,-3.49268179724214e-08,9,0.1050632,3.5421085,3.6471717,,9,10,-2234.22106933594,-1.72808062791112e-08,9,0.0968059,11.4201191,11.516925,12.7201882863292,,9,10,-2235.41597880067,4.25165594397614e-11,2,0.9894375,0.0543973,1.0438348,12.673509166466,,9,10,-2235.4159784317,9.97096724717747e-09,9,0.0936598,8.9529024,9.0465622,12.6735091808796
9,,,,,,-3213.50037109852,-6.491869694185e-09,9,0.0650635,2.2109501,2.2760136,,6,8,-2901.21611785889,8.75422973113887e-09,9,0.0769503,8.9002251,8.9771754,9.71788446169928,,6,8,-2901.23198253346,6.20388174970033e-11,2,0.6273224,0.0374795,0.6648019,9.71739077342348,,6,8,-2901.23198223114,6.13184273942059e-09,9,0.0729702,5.7390538,5.812024,9.71739078283134
10,20,5,2,3,1000,-2524.27752280235,-3.68946190029677e-10,9,0.0763286,2.3604063,2.4367349,,6,,-2194.25203323364,-3.64387706369822e-06,9,0.0802788,7.2065881,7.2868669,13.0740572931271,,6,,-2194.25705826248,1.06751558373521e-10,2,0.8233608,0.0406885,0.8640493,13.0738582251247,,6,,-2194.25701236725,2.19533931567269e-09,9,0.0657887,4.8707794,4.9365681,13.073860043278
