SNo,d,s,t,r,w_i,Discrete_LB,Discrete_LB_gap,DiscreteLB_Iters,DiscreteLB_MPtime,DiscreteLB_SPtime,DiscreteLB_rtime,NULL1,SDP_xsol_1,SDP_xsol_2,SDP,SDP_gap,SDP_Iters,SDP_MPtime,SDP_SPtime,SDP_rtime,Gap_SDP,NULL2,PROJ_xsol_1,PROJ_xsol_2,PROJ,PROJ_gap,PROJ_Iters,PROJ_MPtime,PROJ_SPtime,PROJ_rtime,Gap_PROJ,NULL3,IA_COP_xsol_1,IA_COP_xsol_2,IA_COP,IA_COP_gap,IA_COP_Iters,IA_COP_MPtime,IA_COP_SPtime,IA_COP_rtime,Gap_IA_COP
1,,,,,,-2306.13135933876,7.75384860892934e-09,5,0.1564777,0.8032426,0.9597203,,1,13,-1357.13043165207,6.73041815058734e-09,5,0.0347518,2.5036764,2.5384282,41.1512086613661,,1,13,-1357.13044958459,2.03092023656718e-10,2,0.61639,0.0238512,0.6402412,41.1512078837641,,1,13,-1357.13044905663,-3.20705459510787e-08,5,0.0443384,2.9603309,3.0046693,41.1512079066582
2,,,,,,-1163.82025980949,7.68219717860222e-09,5,0.0966622,1.0118856,1.1085478,,3,,-755.753379821777,-1.17262014443988e-08,5,0.0362778,2.6147125,2.6509903,35.0627063370175,,3,,-755.754388421088,7.57387769796889e-08,15,4.5080287,0.1733678,4.6813965,35.06261967421,,3,,-755.754194974899,-2.12542573518127e-05,4,0.1473988,3.0148733,3.1622721,35.0626362958651
3,,,,,,-1178.49733400345,-4.74157665568085e-10,5,0.3193325,0.9913457,1.3106782,,12,,-717.962049007416,4.39019197052502e-07,5,0.0418398,2.175628,2.2174678,39.0781779226906,,12,,-717.96204593852,3.12734504240658e-10,2,0.47353,0.0214828,0.4950128,39.0781781830981,,12,,-717.96045422554,9.86190636337652e-07,4,0.0684644,2.1424861,2.2109505,39.0783132460239
4,,,,,,-277.932166337967,4.69125838020555e-09,5,0.2483191,0.9300668,1.1783859,,,,-2.38418579101562e-07,0,5,0.0377388,1.9288962,1.966635,99.999999914217,,,,0,0,1,0.2710026,0.0059214,0.276924,100,,,,-9.42114827288979e-09,0,5,0.0603771,1.9123566,1.9727337,99.9999999966103
5,,,,,,-1533.23003977537,0,5,0.0453565,0.8527742,0.8981307,,2,,-247.215359926224,3.18430291661883e-08,5,0.039426,1.9095918,1.9490178,83.8761729477696,,2,,-247.215360275565,1.17341348012338e-07,16,5.7046376,0.2438694,5.948507,83.876172924985,,2,,-247.215359687805,-2.10303903437891e-08,4,0.0755935,1.4905372,1.5661307,83.8761729633197
6,,,,,,-1228.49394822121,0,5,0.0343675,0.6979606,0.7323281,,11,,-812.115146160126,5.80118344263049e-07,5,0.0707969,2.590135,2.6609319,33.893435345284,,11,,-812.115142793798,4.31768707075494e-08,16,4.2456933,0.1725872,4.4182805,33.8934356193047,,11,,-812.114129543304,-4.27071506278342e-06,4,0.045316,2.0809718,2.1262878,33.8935180983836
7,,,,,,0,0,5,0.1528556,0.9912009,1.1440565,,,,-4.76837158203125e-07,0,5,0.0452628,2.0058051,2.0510679,0,,,,0,0,1,0.2952988,0.0057077,0.3010065,0,,,,-5.73158476216659e-15,0,5,0.1265942,2.1921848,2.318779,0
8,,,,,,0,0,5,0.0641745,0.7465684,0.8107429,,,,-5.30217221239582e-07,0,5,0.0398735,2.0302382,2.0701117,0,,,,0,0,1,0.1767001,0.006706,0.1834061,0,,,,-1.35282704293494e-14,0,5,0.1414187,2.4350932,2.5765119,0
9,,,,,,-1289.33189868927,-1.73359100271188e-09,5,0.0440642,0.5852137,0.6292779,,1,,-859.872806549072,-2.94381405563144e-09,5,0.0670359,2.297501,2.3645369,33.3086533092669,,1,,-859.876367670737,4.92096801248391e-11,2,0.4850718,0.0178931,0.5029649,33.3083771102783,,1,,-859.872045993805,1.17918726744939e-08,4,0.0469612,1.8365056,1.8834668,33.3087122975901
10,15,5,3,2,750,0,0,5,0.0437823,0.6162816,0.6600639,,,,-6.45832187728956e-09,0,5,0.0383702,1.6875264,1.7258966,0,,,,0,0,1,0.3067276,0.0067149,0.3134425,0,,,,-4.76837158203125e-07,0,5,0.0447616,1.5632355,1.6079971,0
