SNo,d,s,t,r,w_i,Discrete_LB,Discrete_LB_gap,DiscreteLB_Iters,DiscreteLB_MPtime,DiscreteLB_SPtime,DiscreteLB_rtime,NULL1,SDP_xsol_1,SDP_xsol_2,SDP_xsol_3,SDP_xsol_4,SDP,SDP_gap,SDP_Iters,SDP_MPtime,SDP_SPtime,SDP_rtime,Gap_SDP,NULL2,PROJ_xsol_1,PROJ_xsol_2,PROJ_xsol_3,PROJ_xsol_4,PROJ,PROJ_gap,PROJ_Iters,PROJ_MPtime,PROJ_SPtime,PROJ_rtime,Gap_PROJ,NULL3,IA_COP_xsol_1,IA_COP_xsol_2,IA_COP_xsol_3,IA_COP_xsol_4,IA_COP,IA_COP_gap,IA_COP_Iters,IA_COP_MPtime,IA_COP_SPtime,IA_COP_rtime,Gap_IA_COP
1,,,,,,-965.959504187107,6.55616874199578e-09,33,1.1098324,28.2135908,29.3234232,,,,,,-1.19209289550781e-06,0,33,0.9266462,75.6843411,76.6109873,99.9999998765898,,,,,,0,0,1,2.9359818,0.0140458,2.9500276,100,,,,,,-3.37451845201121e-15,0,33,0.8008607,43.1215094,43.9223701,100
2,,,,,,-1510.3579082489,-2.95979405526283e-08,33,0.5512146,24.6382431,25.1894577,,21,,,,-235.068023920059,-9.21970426296384e-09,33,0.8486067,83.4924667,84.3410734,84.4362701955462,,21,,,,-235.067941306019,3.88661786532639e-07,33,203.6893313,0.8201297,204.509461,84.4362756653782,,21,,,,-235.067939996719,9.70343823723154e-09,33,0.5549597,44.3718047,44.9267644,84.4362757520663
3,,,,,,0,0,33,1.3965159,27.3830919,28.7796078,,,,,,-4.56584075436695e-06,0,33,0.8410858,70.8444047,71.6854905,0,,,,,,0,0,1,2.7429495,0.0180024,2.7609519,0,,,,,,-7.3057861328956e-12,0,33,0.565713,36.912764,37.478477,0
4,,,,,,-1122.41847622395,1.06207526048419e-08,33,0.6055229,24.7047032,25.3102261,,18,21,,,-219.63982129097,-8.7961509617817e-08,33,0.9291675,97.1564511,98.0856186,80.4315568619393,,18,21,,,-220.088128170131,1.83583411953527e-07,33,127.4225158,0.9249006,128.3474164,80.3916157090933,,18,21,,,-220.071235656738,-1.37318534572071e-05,33,0.6603123,53.8145527,54.474865,80.393120719368
5,,,,,,-1263.61884146929,-1.65094290989913e-08,33,0.5589626,24.1030137,24.6619763,,1,6,18,23,-644.151878595352,1.77216746066463e-07,33,0.5428255,82.5139165,83.056742,49.0232451863129,,1,6,18,23,-644.154076026534,2.40633705183254e-09,3,12.2441054,0.0882797,12.3323851,49.0230712864699,,1,6,18,23,-644.154075860977,-2.48149361015913e-08,33,3.5014047,43.4708388,46.9722435,49.0230712995717
6,,,,,,-841.688151061535,-2.65558470350112e-09,33,0.5932146,20.5688269,21.1620415,,,,,,-1.19209289550781e-06,0,33,0.5635181,73.1317123,73.6952304,99.9999998583688,,,,,,0,0,2,6.8329529,0.0470679,6.8800208,100,,,,,,-2.38882893731014e-11,0,33,0.5787036,41.5290952,42.1077988,99.9999999999972
7,,,,,,-1913.09107398987,-5.06288221595261e-09,33,0.5730112,25.9419228,26.514934,,15,17,,,-540.788830280304,2.96412598083783e-08,33,0.6290044,93.0890612,93.7180656,71.7321962538639,,15,17,,,-540.799086389485,-2.44191667517575e-10,3,7.0692576,0.0776516,7.1469092,71.7316601524038,,15,17,,,-540.799093723297,1.38470480860789e-06,33,2.0105475,50.1854326,52.1959801,71.7316597690549
8,,,,,,-1535.65214395523,-1.45552115293521e-08,33,0.5494785,19.1313309,19.6808094,,12,25,,,-712.415507793427,1.71544022736333e-08,33,0.5185591,79.8393289,80.357888,53.6082757675494,,12,25,,,-712.415513266227,1.37191045557847e-07,30,148.4206923,0.74085,149.1615423,53.6082754111665,,12,25,,,-712.41551232338,3.47834572869285e-08,33,0.5269184,39.5971149,40.1240333,53.6082754725637
9,,,,,,-1241.4866373539,9.60214036655793e-09,33,0.350346,13.8041549,14.1545009,,16,,,,-502.729730606079,1.1736282101315e-06,33,0.5505579,89.3377832,89.8883411,59.5058282965013,,16,,,,-502.730618498451,3.7527939840008e-08,23,57.0354742,0.5661235,57.6015977,59.5057567780213,,16,,,,-502.730618238449,-2.18159601505366e-08,33,0.3642806,32.0362178,32.4004984,59.5057567989641
10,25,10,5,5,1000,-633.10712492466,3.53048337489984e-09,33,0.3679012,15.7923823,16.1602835,,2,11,,,-216.72988820076,3.52190706019693e-08,33,0.5273268,96.6867788,97.2141056,65.7672643904377,,2,11,,,-217.079900814228,8.36050076759998e-09,3,6.4499779,0.0683937,6.5183716,65.7119794947719,,2,11,,,-217.079688072205,6.33762610505852e-08,33,0.4194458,37.9138022,38.333248,65.7120130976196
