SNo,d,s,t,r,w_i,Discrete_LB,Discrete_LB_gap,DiscreteLB_Iters,DiscreteLB_MPtime,DiscreteLB_SPtime,DiscreteLB_rtime,NULL1,SDP_xsol_1,SDP_xsol_2,SDP_xsol_3,SDP_xsol_4,SDP,SDP_gap,SDP_Iters,SDP_MPtime,SDP_SPtime,SDP_rtime,Gap_SDP,NULL2,PROJ_xsol_1,PROJ_xsol_2,PROJ_xsol_3,PROJ_xsol_4,PROJ,PROJ_gap,PROJ_Iters,PROJ_MPtime,PROJ_SPtime,PROJ_rtime,Gap_PROJ,NULL3,IA_COP_xsol_1,IA_COP_xsol_2,IA_COP_xsol_3,IA_COP_xsol_4,IA_COP,IA_COP_gap,IA_COP_Iters,IA_COP_MPtime,IA_COP_SPtime,IA_COP_rtime,Gap_IA_COP
1,,,,,,-4157.39404582977,0,33,0.9537948,33.8320554,34.7858502,,,,,,1.09362608782249e-05,0,33,1.3362361,607.8641261,609.2003622,100.000000263056,,,,,,0,0,4,22.3925741,0.1422994,22.5348735,100,,,,,,-8.59838069486643e-14,0,33,2.20861,92.0930009,94.3016109,100
2,,,,,,-5271.13965213299,-3.39232018362128e-09,33,0.603879,30.8864881,31.4903671,,18,21,,,-1277.33188390732,-3.63610793096026e-09,33,1.3311094,425.4524385,426.7835479,75.7674436990027,,18,21,,,-1277.73577115326,6.48323372461531e-08,83,1029.4416488,3.6618895,1033.1035383,75.7597814613729,,18,21,,,-864.943989515305,5.09614994204031e-08,33,0.8865928,86.9032179,87.7898107,83.5909490812807
3,,,,,,0,0,33,1.433785,33.2249591,34.6587441,,,,,,0,0,33,1.162541,804.6881393,805.8506803,0,,,,,,0,0,1,2.5879006,0.0199717,2.6078723,0,,,,,,-8.81986054727404e-14,0,33,0.7442366,54.9531701,55.6974067,0
4,,,,,,-5227.12682247162,0,33,1.4563871,40.6831804,42.1395675,,2,18,21,,-2847.68479418755,-3.90867950740921e-08,33,1.4935122,579.3596957,580.8532079,45.5210311342507,,2,18,21,,-2852.47909103434,2.80651875739034e-08,32,162.3364559,1.4982855,163.8347414,45.4293115909982,,2,18,21,,-2246.89232778549,-5.50184039863133e-07,33,1.2575053,114.4430814,115.7005867,57.0147730465231
5,,,,,,-5648.8318144083,-1.26620115592804e-08,33,0.7312339,30.7833562,31.5145901,,1,6,18,23,-4263.63902068138,1.60139228298426e-09,33,1.3539897,389.1392344,390.4932241,24.5217566965572,,1,6,18,23,-4263.65033344179,7.67971707163823e-10,2,15.544541,0.0919769,15.6365179,24.5215564293022,,1,6,18,23,-3152.01590013504,2.55132175012626e-08,33,0.8502885,104.3212407,105.1715292,44.2005709553028
6,,,,,,-3143.63446879387,4.740106186571e-10,33,0.3171711,12.1281409,12.445312,,23,,,,-197.108280181885,2.1448592458014e-08,33,0.6284948,411.0385626,411.6670574,93.7299236874219,,23,,,,-198.529230185149,4.46665767176347e-07,57,273.8614844,1.7555272,275.6170116,93.684722821438,,,,,,-4.76837158203125e-07,0,33,0.3735707,44.5776412,44.9512119,99.9999999848317
7,,,,,,-6494.94217669964,-4.58854314278733e-09,33,0.8044173,36.2330305,37.0374478,,11,15,17,,-3139.7212638855,7.03936078721603e-09,33,0.768564,492.4925569,493.2611209,51.6589805041047,,11,15,17,,-3139.75046402802,-1.03093914013065e-10,3,10.2533638,0.0925831,10.3459469,51.6585309213104,,11,15,17,,-2331.38069629669,-6.62392925702544e-07,33,0.6502392,105.1819388,105.832178,64.1046735618304
8,,,,,,-5640.89914858341,-6.20782749046948e-09,33,0.9269368,37.2238283,38.1507651,,6,12,,,-3444.71479320526,-4.08276799826999e-09,33,1.3835582,327.5642531,328.9478113,38.9332320527247,,6,12,,,-3444.82047629175,2.76746862977617e-08,15,99.5533899,0.6180191,100.171409,38.9313585378167,,6,12,,,-2788.72880315781,-5.14075914046314e-09,33,0.6101169,78.8442475,79.4543644,50.5623353706273
9,,,,,,-3997.02317637205,0,33,0.4955288,23.2512078,23.7467366,,3,16,,,-2890.65399599075,3.03683122289021e-07,33,0.6950736,382.0647193,382.7597929,27.67982900178,,3,16,,,-2894.09607802073,-5.71262501057162e-09,2,5.1890566,0.0634735,5.2525301,27.5937128628913,,3,16,,,-2322.59454751015,-3.05389818803737e-09,33,0.5079214,88.5027775,89.0106989,41.8918919149656
10,25,10,5,5,1500,-3657.24272656441,1.62976999974467e-09,33,0.4542265,19.4364435,19.89067,,2,5,11,,-2615.77659440041,-4.22150064954188e-08,33,0.6692498,253.0929758,253.7622256,28.4768119052997,,2,5,11,,-2619.61847243642,1.50991165302468e-10,2,5.6576054,0.069792,5.7273974,28.3717634214212,,2,5,11,,-1887.26628351212,-1.33872995231778e-08,33,0.5266432,81.9766621,82.5033053,48.3964717516848
