SNo,d,s,t,r,w_i,Discrete_LB,Discrete_LB_gap,DiscreteLB_Iters,DiscreteLB_MPtime,DiscreteLB_SPtime,DiscreteLB_rtime,NULL1,SDP_xsol_1,SDP_xsol_2,SDP,SDP_gap,SDP_Iters,SDP_MPtime,SDP_SPtime,SDP_rtime,Gap_SDP,NULL2,PROJ_xsol_1,PROJ_xsol_2,PROJ,PROJ_gap,PROJ_Iters,PROJ_MPtime,PROJ_SPtime,PROJ_rtime,Gap_PROJ,NULL3,IA_COP_xsol_1,IA_COP_xsol_2,IA_COP,IA_COP_gap,IA_COP_Iters,IA_COP_MPtime,IA_COP_SPtime,IA_COP_rtime,Gap_IA_COP
1,,,,,,-5709.85157704353,-1.37010735239123e-09,9,0.2519533,7.2294833,7.4814366,,18,,-4045.83056783676,6.15964559229292e-09,9,0.4617133,56.3863798,56.8480931,29.1429818578292,,18,,-4719.9242811203,1.07135184617561e-09,2,1.7920868,0.0825312,1.874618,17.3371808805545,,18,,-4091.25401210785,8.97389455959347e-10,9,0.3128802,132.2644258,132.577306,28.3474542743503
2,,,,,,-5128.52615523338,6.24692077159048e-09,9,0.2685307,6.341867,6.6103977,,4,,-4031.86482715607,-1.69931428287207e-09,9,0.1493882,73.1821732,73.3315614,21.3835572810374,,4,,-4031.86490043998,2.26636891224095e-09,2,1.4664001,0.0920792,1.5584793,21.3835558520906,,4,,-3435.29434919357,6.01215825609513e-09,9,0.3365734,96.6192088,96.9557822,33.0159534101617
3,,,,,,-8575.69344758987,3.95304961904052e-09,8,0.1868201,5.8275005,6.0143206,,6,10,-7076.90840148926,6.06162867569055e-09,9,0.4528979,51.731343,52.1842409,17.4771294620126,,6,10,-7076.91940819286,1.13091177319273e-09,2,2.0013545,0.107164,2.1085185,17.4770011143324,,6,10,-5913.10050868988,-1.38224405637243e-06,9,0.1891376,121.1526144,121.341752,31.0481357008895
4,,,,,,-7939.29148292542,1.01351953911544e-08,9,0.4791107,6.3370776,6.8161883,,19,,-6216.93525314331,-3.70437524321479e-09,9,0.1983155,46.248897,46.4472125,21.6940797990133,,19,,-6216.93525529212,2.59611726918395e-10,3,2.5572836,0.112263,2.6695466,21.6940797719478,,19,,-5282.78293085098,-4.67330422314151e-09,9,0.2886078,108.4521723,108.7407801,33.4602723402666
5,,,,,,-5399.21117901802,-5.51975490484808e-09,9,0.1424784,4.5829541,4.7254325,,20,,-4395.89385080338,-2.01318492813787e-09,9,0.1951481,67.189846,67.3849941,18.5826650402869,,20,,-4395.9018031075,-1.01027339273543e-10,2,1.701856,0.0849572,1.7868132,18.5825177538804,,20,,-3744.29428958893,-3.16318479206351e-09,9,0.1453164,99.9408585,100.0861749,30.6510865116797
6,,,,,,-5536.20969414711,-4.84484722052384e-09,9,0.2811962,7.545356,7.8265522,,17,,-4480.18836736679,-3.89866417538009e-06,9,0.1381951,61.7699194,61.9081145,19.0748072259031,,17,,-4480.18855514377,-5.15791714974036e-10,2,1.6891717,0.0920424,1.7812141,19.0748038341063,,17,,-3762.75600624084,-8.88490111069019e-06,9,0.2616155,123.3181058,123.5797213,32.0337159515682
7,,,,,,-3897.33277583122,-1.52937016682334e-09,9,0.2369639,6.4471638,6.6841277,,16,,-3126.69324111938,-1.06932525412991e-06,9,0.2147544,52.3561061,52.5708605,19.7735112457128,,16,,-3150.74572944584,-1.85764346170166e-09,2,1.4648531,0.0700583,1.5349114,19.1563587029375,,16,,-2634.10459327698,-8.88558995016895e-09,9,0.3660866,104.8098686,105.1759552,32.4126333370345
8,,,,,,-6300.57843542099,7.5681489103034e-09,9,0.1075632,3.8773496,3.9849128,,9,10,-5517.54536724091,1.06621738070342e-08,9,0.2118292,63.8298384,64.0416676,12.4279552457911,,9,10,-5517.54727227423,1.62792799616688e-10,2,1.6046772,0.0771438,1.681821,12.427925009943,,9,10,-4577.77654647827,-1.72442890852357e-09,9,0.2175143,129.3653257,129.58284,27.3435511771008
9,,,,,,-8781.6821321249,-3.3936917710416e-10,9,0.1089238,4.0544023,4.1633261,,6,8,-7601.20807123184,9.42105904209393e-09,9,0.0868428,36.847385,36.9342278,13.4424594642828,,6,8,-7601.22126085938,-6.43541201567209e-09,3,1.6331423,0.0795271,1.7126694,13.4423092695099,,6,8,-6300.87603855133,3.64968451938232e-09,8,0.0909216,56.0574348,56.1483564,28.2497824021477
10,20,5,2,3,2000,-6515.94188404083,0,9,0.0589466,1.8675389,1.9264855,,6,,-5469.6919298172,-1.64497333750552e-06,9,0.0793826,37.9496699,38.0290525,16.0567723414808,,6,,-5469.69214931576,5.71999609610618e-12,2,1.0962806,0.0495505,1.1458311,16.0567689728419,,6,,-4650.522772789,8.13672355628705e-08,9,0.0743841,53.6617735,53.7361576,28.6285412676977
