SNo,d,s,t,r,w_i,Discrete_LB,Discrete_LB_gap,DiscreteLB_Iters,DiscreteLB_MPtime,DiscreteLB_SPtime,DiscreteLB_rtime,NULL1,SDP_xsol_1,SDP_xsol_2,SDP,SDP_gap,SDP_Iters,SDP_MPtime,SDP_SPtime,SDP_rtime,Gap_SDP,NULL2,PROJ_xsol_1,PROJ_xsol_2,PROJ,PROJ_gap,PROJ_Iters,PROJ_MPtime,PROJ_SPtime,PROJ_rtime,Gap_PROJ,NULL3,IA_COP_xsol_1,IA_COP_xsol_2,IA_COP,IA_COP_gap,IA_COP_Iters,IA_COP_MPtime,IA_COP_SPtime,IA_COP_rtime,Gap_IA_COP
1,,,,,,-6279.45679235458,4.03410276831324e-09,9,0.1404102,2.1163041,2.2567143,,13,14,-4255.86524653435,9.67967222444621e-09,9,0.1148718,9.3620169,9.4768887,32.225582765121,,13,14,-4255.87953543066,7.78503341412684e-09,13,8.1836189,0.3141533,8.4977722,32.2253552152422,,13,14,-3573.62959909439,-5.73491518692216e-09,8,0.168178,10.5023193,10.6704973,43.0901474878307
2,,,,,,-4486.73383879662,3.27964555233596e-09,9,0.1204954,1.9093199,2.0298153,,3,14,-3338.09406352043,-3.44225053085561e-06,9,0.0906455,9.8471252,9.9377707,25.6008004161945,,3,14,-3338.09418005054,-1.706139945523e-10,2,1.0332316,0.0293697,1.0626013,25.6007978189798,,3,14,-2670.82242965698,-2.61818401201661e-08,8,0.1847185,12.5667603,12.7514788,40.4729024360107
3,,,,,,-7823.75214016438,-3.47590499949052e-09,9,0.1625808,1.9241476,2.0867284,,4,7,-5322.08194541931,2.58749138395675e-09,9,0.0950843,9.485263,9.5803473,31.9753252650014,,4,7,-5322.0819563879,8.92347187238548e-09,24,18.0027812,0.5095998,18.512381,31.9753251248053,,4,7,-4470.4690515995,8.90369027629663e-09,9,0.1187616,10.8334883,10.9522499,42.8602929705595
4,,,,,,-6674.92393100262,-5.32987682227675e-09,8,0.1467025,1.609005,1.7557075,,14,15,-4257.91921448708,-1.05966687092206e-08,9,0.1070575,9.3928361,9.4998936,36.2102211425875,,14,15,-4257.92011726205,2.20768281249502e-08,14,12.9678048,0.1998123,13.1676171,36.2102076177146,,14,15,-3600.18056583405,-1.10877001113877e-09,9,0.1299,14.7952498,14.9251498,46.0640959650116
5,,,,,,-5458.49427646399,-8.1897097106607e-10,9,0.1225959,1.4417886,1.5643845,,2,14,-3941.03151988983,-7.88210129336453e-09,9,0.0937874,9.0475712,9.1413586,27.8000246902735,,2,14,-3941.03632054206,2.88469398592042e-11,2,1.1423514,0.0336382,1.1759896,27.7999367419862,,2,14,-3174.66352152824,1.33866598902506e-07,9,0.1194585,12.2698708,12.3893293,41.8399404536008
6,,,,,,-6392.62581777573,9.79016742073857e-09,9,0.1337616,1.9987336,2.1324952,,13,15,-4359.26887750626,2.07380626527599e-07,9,0.105077,9.8961749,10.0012519,31.807851706499,,13,15,-4359.27054264979,1.38408199090439e-09,2,1.1677216,0.030443,1.1981646,31.8078256586184,,13,15,-3616.29688358307,7.35483394059578e-10,9,0.124544,16.6228412,16.7473852,43.430180544474
7,,,,,,-4706.61306858063,9.49801543703787e-10,9,0.123143,1.6668664,1.7900094,,12,,-3754.53034925461,-2.04228665571556e-06,9,0.1158102,9.0085714,9.1243816,20.2286167452711,,12,,-3754.5304736793,1.46828485598999e-08,2,0.8742389,0.0335267,0.9077656,20.2286141016568,,12,,-3188.18859887123,2.01616857206547e-07,9,0.1059567,9.2285841,9.3345408,32.26151050839
8,,,,,,-6847.67672526836,-4.35218010186182e-10,9,0.1383843,1.820844,1.9592283,,9,,-4099.64154052734,-5.35895044157292e-07,9,0.1040831,10.0607497,10.1648328,40.1309129357786,,8,9,-4284.68233546615,1.17041648446037e-09,2,0.9906909,0.0351081,1.025799,37.4286709584961,,9,,-3540.63842773438,3.81504560607273e-08,9,0.144665,10.7944296,10.9390946,48.2943110519632
9,,,,,,-7793.18149852753,-1.91207675538715e-09,9,0.0827631,0.9970023,1.0797654,,6,8,-5191.04630374908,-4.14572405504237e-09,9,0.0956213,7.3918138,7.4874351,33.3898959657246,,6,8,-5191.04664465543,-5.08093033195344e-12,3,2.4317924,0.0412017,2.4729941,33.3898915913065,,6,8,-4467.94658780098,2.06491149199824e-09,9,0.0795805,6.986042,7.0656225,42.6685162068255
10,15,5,2,3,1500,-2870.29119443893,-1.86894557603719e-08,9,0.0732381,1.0252741,1.0985122,,2,5,-1716.38322019577,2.82164428675805e-08,9,0.0977374,8.7616641,8.8594015,40.2017738297358,,2,5,-1716.38322057412,4.23382294819625e-11,2,0.5591831,0.0268871,0.5860702,40.2017738165543,,2,5,-1294.31013631821,1.1178904426047e-08,8,0.0772454,8.1505892,8.2278346,54.9066610793401
